Implementation,Iterations,Time (ms),Nodes,Edges,Visible Nodes,Intersections,Viewport X,Viewport Y,Viewport Scale
accelerated,10000,853,400,800,128,130,-1.18612,0.3876552865,0.5680146324
accelerated,10000,871,400,800,128,130,-1.18612,0.3876552865,0.5680146324
accelerated,10000,396,400,800,81,94,0.1444853769,1.147999531,0.5680146324
accelerated,10000,400,400,800,81,94,0.1444853769,1.147999531,0.5680146324
accelerated,10000,1868,400,800,134,140,-0.22368,1.233138868,0.4280941423
accelerated,10000,3192,400,800,224,137,-0.19566,0.4484707055,0.4280941423
accelerated,10000,3206,400,800,224,137,-0.19566,0.4484707055,0.4280941423
accelerated,10000,2030,400,800,175,124,1.457747,0.093502,0.4280941423
accelerated,10000,2035,400,800,175,124,1.457747,0.093502,0.4280941423
accelerated,10000,3779,400,800,268,122,0.7331616249,-0.20838,0.3716457461
accelerated,10000,3795,400,800,268,122,0.7331616249,-0.20838,0.3716457461
accelerated,10000,3695,400,800,276,120,0.4964391212,0.2220244598,0.3716457461
accelerated,10000,3730,400,800,276,120,0.4964391212,0.2220244598,0.3716457461
accelerated,10000,3648,400,800,265,122,0.4426385522,0.5017874187,0.3716457461
accelerated,10000,3663,400,800,265,122,0.4426385522,0.5017874187,0.3716457461
accelerated,10000,3703,400,800,244,135,0.5179593488,0.7169896948,0.3716457461
accelerated,10000,3617,400,800,244,135,0.5179593488,0.7169896948,0.3716457461
accelerated,10000,3586,400,800,244,135,0.5179593488,0.7169896948,0.3716457461
accelerated,10000,3453,400,800,237,127,-0.31057,0.8783914018,0.3716457461
accelerated,10000,3483,400,800,237,127,-0.31057,0.8783914018,0.3716457461
accelerated,10000,3641,400,800,215,134,-0.41817,1.082833564,0.3716457461
accelerated,10000,3667,400,800,215,134,-0.41817,1.082833564,0.3716457461
accelerated,10000,3364,400,800,193,139,-0.39665,1.254995385,0.3716457461
accelerated,10000,3377,400,800,193,139,-0.39665,1.254995385,0.3716457461
accelerated,10000,2845,400,800,162,142,-0.31057,1.43791732,0.3716457461
accelerated,10000,2856,400,800,162,142,-0.31057,1.43791732,0.3716457461
accelerated,10000,2380,400,800,188,160,0.59328,1.125874019,0.3716457461
accelerated,10000,2370,400,800,188,160,0.59328,1.125874019,0.3716457461
accelerated,10000,2371,400,800,188,160,0.59328,1.125874019,0.3716457461
accelerated,10000,3566,400,800,231,125,1.077485267,-0.43434,0.3716457461
accelerated,10000,3603,400,800,231,125,1.077485267,-0.43434,0.3716457461
accelerated,10000,7936,400,800,271,123,1.086337093,-0.52193,0.3226406226
accelerated,10000,7965,400,800,271,123,1.086337093,-0.52193,0.3226406226
accelerated,10000,7981,400,800,271,123,1.086337093,-0.52193,0.3226406226
accelerated,10000,7976,400,800,271,123,1.086337093,-0.52193,0.3226406226
accelerated,10000,7922,400,800,271,123,1.086337093,-0.52193,0.3226406226
accelerated,10000,7657,400,800,271,123,1.086337093,-0.52193,0.3226406226
accelerated,10000,6649,400,800,337,93,0.5409816393,-0.37319,0.3226406226
accelerated,10000,6666,400,800,337,93,0.5409816393,-0.37319,0.3226406226
accelerated,10000,6711,400,800,337,93,0.5409816393,-0.37319,0.3226406226
accelerated,10000,7232,400,800,362,78,0.094782,-0.42277,0.3226406226
accelerated,10000,7226,400,800,362,78,0.094782,-0.42277,0.3226406226
accelerated,10000,9216,400,800,354,72,-0.26466,-0.42277,0.3226406226
accelerated,10000,9317,400,800,354,72,-0.26466,-0.42277,0.3226406226
accelerated,10000,9261,400,800,354,72,-0.26466,-0.42277,0.3226406226
accelerated,10000,6327,400,800,306,83,-0.92156,0.6183632196,0.3226406226
accelerated,10000,6316,400,800,306,83,-0.92156,0.6183632196,0.3226406226
accelerated,10000,5511,400,800,281,101,-1.0703,0.8166742935,0.3226406226
accelerated,10000,5498,400,800,281,101,-1.0703,0.8166742935,0.3226406226
accelerated,10000,5424,400,800,281,101,-1.0703,0.8166742935,0.3226406226
accelerated,10000,6962,400,800,330,75,-0.96015,0.8471000048,0.2800973035
accelerated,10000,8197,400,800,369,49,-0.68889,0.6043909247,0.2800973035
accelerated,10000,8189,400,800,369,49,-0.68889,0.6043909247,0.2800973035
accelerated,10000,6588,400,800,379,36,-0.51756,0.475898,0.2800973035
accelerated,10000,6560,400,800,379,36,-0.51756,0.475898,0.2800973035
accelerated,10000,8628,400,800,383,24,-0.86669,0.6558834309,0.2431637369
accelerated,10000,8475,400,800,400,0,-0.30754,0.3434188303,0.2431637369
accelerated,10000,8344,400,800,400,0,-0.30754,0.3434188303,0.2431637369
accelerated,10000,8241,400,800,400,0,-0.30754,0.3434188303,0.2431637369
